"Message",Low,"Starting .NET Native compilation"
"Message",Low,""
"Message",Low,""
"Message",Low,"Task ""Gatekeeper"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\ilc.exe --gatekeeper @""C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\intermediate\gkargs.rsp""'"
"Message",Low,"Microsoft (R) .NET Native Gatekeeper Version 2.2.31116.00 "
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved. "
"Message",Low," "
"Message",Low,"Checking assembly 'C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\in\Microsoft.UI.Xaml.Markup.winmd'. "
"Message",Low,"Checking assembly 'C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\in\UWPARMTest.exe'. "
"Message",Low,"Checking assembly 'C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\in\UWPLibrary.dll'. "
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\ilc.exe --gatekeeper @""C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\intermediate\gkargs.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |     2719 |     4125 |     5062 |     1406 |     5062 | [0] Gatekeeper"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       5062 ms"
"Message",Normal,"System time per command: 5062 ms"
"Message",Normal,"Total duration:          1406 ms"
"Message",Normal,"Total lifetime:          5062 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            0.3"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""Gatekeeper""."
"Message",Low,"Done building target ""RunGatekeeper"" in file ""Preparation""."
"Message",Low,""
"Message",Low,"Done building target ""CreateToolchainGeneratedAssembly"" in file ""Preparation""."
"Message",Low,""
"Message",Low,"Task ""PreMergeAssemblyClosure"""
"Message",Low,"Done executing task ""PreMergeAssemblyClosure""."
"Message",Low,"Done building target ""ConstructPreMergeAssemblyClosure"" in file ""Preparation""."
"Message",Low,""
"Message",Low,"Task ""McgReferenceResolveFilePath"""
"Message",Low,"Done executing task ""McgReferenceResolveFilePath""."
"Message",Low,"Done building target ""PreResolveTransforms"" in file ""Preparation""."
"Message",Low,""
"Message",Low,"Task ""ResolveToolchainRequiredAssemblyRoots"""
"Message",Low,"Done executing task ""ResolveToolchainRequiredAssemblyRoots""."
"Message",Low,"Task ""ILTransformAssemblyClosure"""
"Message",Low,"Done executing task ""ILTransformAssemblyClosure""."
"Message",Low,"Task ""ResolveToolchainRequiredAssemblyRoots"""
"Message",Low,"Done executing task ""ResolveToolchainRequiredAssemblyRoots""."
"Message",Low,"Task ""ReducedCopyAssemblyClosure"""
"Message",Low,"Done executing task ""ReducedCopyAssemblyClosure""."
"Message",Low,"Done building target ""ConstructILTransformAssemblyClosure"" in file ""Preparation""."
"Message",Low,"Done building project ""Preparation""."
"Message",Low,""
"Message",Low,""
"Message",High,"Processing application code"
"Message",Low,"Task ""RunILTransforms"""
"Message",Normal,"Running 'DumpNativeResources' transform, heap at 79 MB."
"Message",Normal,"Running 'Analysis' transform, heap at 94 MB."
"Message",Low,"Loading 51 modules..."
"Message",Normal,"Imported reflection directives from 8 files:"
"Message",Normal,"C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\in\Properties\Default.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Interop: Resources.System.Private.Interop.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.WinRTInterop.CoreLib: Resources.System.Private.WinRTInterop.CoreLib.rd.xml"
"Message",Normal,"Embedded manifest in System.Runtime.WindowsRuntime.UI.Xaml: Resources.System.Runtime.WindowsRuntime.UI.Xaml.rd.xml"
"Message",Normal,"Embedded manifest in UWPLibrary: UWPLibrary.Properties.UWPLibrary.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.CoreLib: Resources.System.Private.CoreLib.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Uri: Resources.System.Private.Uri.rd.xml"
"Message",Normal,"Embedded manifest in System.Private.Reflection.Core: System.Private.Reflection.Core.rd.xml"
"Message",Normal,"Imported XAML Roots from 2 files:"
"Message",Normal,"C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\in\UWPARMTest.xr.xml"
"Message",Normal,"C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\in\UWPLibrary\UWPLibrary.xr.xml"
"Message",Normal,"Running 'Mcg' transform, heap at 157 MB."
"Message",High,"Computing application closure and generating interop code"
"Message",High,"  Loading 51 modules..."
"Message",Normal,"          P/Invoke 'RhpGetFuncEvalParameterBufferSize' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhpGetFuncEvalParameterBufferSize'."
"Message",Normal,"          P/Invoke 'RhpGetFuncEvalMode' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhpGetFuncEvalMode'."
"Message",Normal,"          P/Invoke 'RhpRecordDebuggeeInitiatedHandle' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhpRecordDebuggeeInitiatedHandle'."
"Message",Normal,"          P/Invoke 'RhpVerifyDebuggerCleanup' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhpVerifyDebuggerCleanup'."
"Message",Normal,"          P/Invoke 'RhpGetCurrentThread' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhpGetCurrentThread'."
"Message",Normal,"          P/Invoke 'RhWaitForPendingFinalizers' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhWaitForPendingFinalizers'."
"Message",Normal,"          P/Invoke 'RhYield' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhYield'."
"Message",Normal,"          P/Invoke 'RhFlushProcessWriteBuffers' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhFlushProcessWriteBuffers'."
"Message",Normal,"          P/Invoke 'RhCompatibleReentrantWaitAny' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhCompatibleReentrantWaitAny'."
"Message",Normal,"          P/Invoke 'RhCallDescrWorker' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhCallDescrWorker'."
"Message",Normal,"          P/Invoke '_ecvt_s' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!_ecvt_s'."
"Message",Normal,"          P/Invoke 'memmove' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!memmove'."
"Message",Normal,"          P/Invoke 'memset' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!memset'."
"Message",Normal,"          P/Invoke 'CallingConventionConverter_GetStubs' with [DllImport(ExactSpelling=true)] resolved to '*!CallingConventionConverter_GetStubs'."
"Message",Normal,"          P/Invoke 'WindowsCreateStringReference' resolved to 'WindowsCreateStringReference!api-ms-win-core-winrt-string-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetLastError' resolved to 'GetLastError!api-ms-win-core-errorhandling-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SetLastError' resolved to 'SetLastError!api-ms-win-core-errorhandling-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoInitialize' resolved to 'RoInitialize!api-ms-win-core-winrt-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'IsValidLocaleName' resolved to 'IsValidLocaleName!api-ms-win-core-localization-l1-2-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ResolveLocaleName' resolved to 'ResolveLocaleName!api-ms-win-core-localization-l1-2-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetCPInfoExW' resolved to 'GetCPInfoExW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CoCreateInstance' resolved to 'CoCreateInstance!api-ms-win-core-com-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SysFreeString' resolved to 'SysFreeString!OleAut32' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'RoGetBufferMarshaler!api-ms-win-core-winrt-robuffer-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 160 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\csc\csc.exe /noconfig @""C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\intermediate\UWPARMTest.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 160 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 149 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 150 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 159 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 169 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 169 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 160 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 191 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 35 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 35 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 36 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 37 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 37 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 39 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 40 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 40 MB."
"Message",Normal,"Running 'GetType' transform, heap at 40 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 40 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 41 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 41 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 44 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 44 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 44 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 45 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 49 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 49 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 49 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 49 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 57 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 57 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 57 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 57 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 57 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 58 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 58 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 58 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 58 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 60 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 60 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  9816 |         63 | Analysis"
"Message",Normal,"  5065 |          0 | GenerateCodeAndCompile"
"Message",Normal,"  1561 |          0 | Reducer"
"Message",Normal,"   619 |          3 | WriteAssemblies"
"Message",Normal,"   602 |          3 | Mcg"
"Message",Normal,"   549 |        -11 | ReducedCopyInitialize"
"Message",Normal,"   481 |       -156 | ReducedCopyCleanup"
"Message",Normal,"   315 |         31 | ReducedCopyComplete"
"Message",Normal,"   228 |         -9 | ReducedCopyMethodBodies"
"Message",Normal,"   144 |         15 | DumpNativeResources"
"Message",Normal,"    90 |          9 | ReducedCopyPopulateTypes"
"Message",Normal,"    76 |         10 | ReducedCopyLateMetadata"
"Message",Normal,"    76 |          8 | CreateMetadata"
"Message",Normal,"    61 |          0 | StaticInitData"
"Message",Normal,"    34 |          2 | McgTypeOf"
"Message",Normal,"    34 |          4 | LazyGenerics"
"Message",Normal,"    32 |          1 | McgRedirect"
"Message",Normal,"    27 |          3 | TypeofTypeHandle"
"Message",Normal,"    22 |          0 | McgRedirect"
"Message",Normal,"    14 |          0 | SaveRVAStatics"
"Message",Normal,"    13 |          1 | ReducedCopyEmptyTypes"
"Message",Normal,"     7 |          2 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"     7 |          0 | GetType"
"Message",Normal,"     6 |          1 | McgFixups"
"Message",Normal,"     3 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     3 |          0 | ReflectionIntrinsics"
"Message",Normal,"     3 |          0 | ScrubOpenCalls"
"Message",Normal,"     3 |          1 | McgAccessor"
"Message",Normal,"     3 |          1 | Delegate"
"Message",Normal,"     1 |          1 | EventSource"
"Message",Normal,"     1 |          0 | StartupCodeInjector"
"Message",Normal,"     1 |          0 | ReflectionInvoke"
"Message",Normal,"     1 |          1 | ConvertCatchIntoFilter"
"Message",Normal,"     1 |          0 | ReflectionMappingInfoEmit"
"Message",Normal,"     1 |          0 | Attribute"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Normal,"     0 |          0 | ResourceExtractor"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\Tools64\nutc_driver.exe @""C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\intermediate\MDIL\UWPARMTest.rsp""'"
"Message",Low,"Assembly path: ILCompiler.Host.dll"
"Message",Low,"Managed type:  ILCompiler.ILCompilerHost"
"Message",Low,"Method name:   Initialize"
"Message",Low,"Arguments:     00007FFD40F429F0"
"Message",Low,"Managed call succeeded, exit code: 00000000"
"Message",Low,"Scanning 661 methods."
"Message",Low,"Scanning 2034 methods."
"Message",Low,"Scanning 859 methods."
"Message",Low,"Scanning 266 methods."
"Message",Low,"Scanning 265 methods."
"Message",Low,"Scanning 153 methods."
"Message",Low,"Scanning 98 methods."
"Message",Low,"Scanning 129 methods."
"Message",Low,"Scanning 180 methods."
"Message",Low,"Scanning 89 methods."
"Message",Low,"Scanning 15 methods."
"Message",Low,"Scanning 8 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 20 methods."
"Message",Low,"Scanning 4 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 5 methods."
"Message",Low,"Compiling 4796 methods."
"Message",Low,"Emitting Object File"
"Message",Low,"Successfully generated 'C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\intermediate\MDIL\UWPARMTest.obj'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.31116.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\Tools64\nutc_driver.exe @""C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\intermediate\MDIL\UWPARMTest.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |     1235 |     9579 |     9579 |     8344 |     9579 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       9579 ms"
"Message",Normal,"System time per command: 9579 ms"
"Message",Normal,"Total duration:          8344 ms"
"Message",Normal,"Total lifetime:          9579 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            0.9"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\arm64\rc.exe /c ""65001"" /r /fo ""C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\code\UWPARMTest\UWPARMTest\obj\ARM64\Debug\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
